año_semestre,establecimiento,matriculados,registros,presentes,puntaje_global,puntaje_lectura,puntaje_matematicas,puntaje_sociales,puntaje_naturales,puntaje_ingles,comuna,prestacion_servicio
20182,institucion educativa santa catalina de siena,38.0,38,38,250.0,53.0,50.0,47.0,48.0,54.0,poblado,oficial
20182,inst educ inem jose felix de restrepo,802.0,735,729,282.0,59.0,57.0,55.0,54.0,56.0,poblado,oficial
20182,col san jose de las vegas,88.0,88,88,346.0,69.0,69.0,69.0,66.0,81.0,poblado,privado
20182,col de bto colegiatura colombiana,10.0,10,8,285.0,60.0,50.0,57.0,56.0,72.0,poblado,privado
20182,col el se?or col the lord college,2.0,2,2,233.0,55.0,40.0,44.0,45.0,58.0,poblado,privado
20182,col heraldos del evangelio,1.0,1,1,402.0,72.0,77.0,74.0,100.0,76.0,poblado,privado
20182,esc popular eucaristica camilo c. restrepo,21.0,20,20,255.0,54.0,51.0,49.0,50.0,54.0,guayabal,privado
20182,col san gabriel de la dolorosa,12.0,12,12,310.0,62.0,62.0,62.0,60.0,69.0,guayabal,privado
20182,inst educ jose acevedo y gomez,77.0,77,77,237.0,51.0,46.0,46.0,46.0,51.0,guayabal,oficial
20182,inst educ la salle de campoamor,2.0,109,108,280.0,58.0,56.0,54.0,55.0,57.0,guayabal,oficial
20182,inst educ octavio calderon mejia,73.0,74,74,277.0,58.0,56.0,54.0,53.0,56.0,guayabal,oficial
20182,inst educ cristo rey,53.0,51,50,262.0,55.0,54.0,51.0,51.0,52.0,guayabal,oficial
20182,inst educ santos angeles custodios,22.0,37,36,252.0,53.0,49.0,49.0,50.0,53.0,guayabal,oficial
20182,i.e. benjamin herrera,25.0,42,42,252.0,54.0,52.0,47.0,48.0,50.0,guayabal,oficial
20182,inst educ la presentacion,60.0,60,60,300.0,63.0,61.0,58.0,57.0,63.0,guayabal,oficial
20182,inst educ santo angel,99.0,100,100,287.0,60.0,58.0,55.0,55.0,64.0,guayabal,oficial
20182,col de la inmaculada,78.0,78,78,308.0,61.0,62.0,62.0,60.0,65.0,belen,privado
20182,col san francisco javier,20.0,20,20,304.0,62.0,59.0,60.0,61.0,65.0,belen,privado
20182,inst educ republica de venezuela,1.0,22,22,248.0,54.0,50.0,46.0,48.0,50.0,belen,oficial
20182,inst san carlos,177.0,174,173,312.0,63.0,62.0,61.0,60.0,69.0,belen,privado
20182,lic san rafael,40.0,40,40,297.0,61.0,57.0,59.0,59.0,64.0,belen,privado
20182,institucion educativa pedagogico integral,16.0,13,13,233.0,50.0,44.0,44.0,48.0,49.0,belen,contratacion
20182,inst educ yermo y parres,34.0,129,127,288.0,60.0,57.0,56.0,56.0,59.0,belen,oficial
20182,inst educ alcaldia de medellin,0.0,71,71,261.0,54.0,52.0,51.0,51.0,55.0,belen,oficial
20182,i.e. fatima nutibara,0.0,44,44,267.0,56.0,54.0,51.0,52.0,53.0,belen,oficial
20182,inst educ rosalia suarez,78.0,75,74,281.0,59.0,55.0,56.0,54.0,58.0,belen,oficial
20182,institucion educativa octavio harry - jacqueline kennedy,0.0,57,55,276.0,58.0,54.0,54.0,54.0,57.0,belen,oficial
20182,inst educ san roberto belarmino,65.0,65,64,252.0,53.0,48.0,50.0,49.0,52.0,belen,oficial
20182,col pestalozzi,7.0,7,7,232.0,51.0,42.0,43.0,48.0,52.0,belen,privado
20182,inst educ pedro octavio amado,1.0,73,72,240.0,51.0,49.0,45.0,47.0,47.0,belen,oficial
20182,inst educ ramon giraldo ceballos,1.0,90,87,239.0,52.0,46.0,47.0,46.0,48.0,belen,oficial
20182,i.e. capilla del rosario,34.0,34,34,246.0,53.0,49.0,47.0,46.0,51.0,belen,oficial
20182,inst educ juan maria cespedes,90.0,94,93,277.0,58.0,57.0,54.0,53.0,56.0,belen,oficial
20182,inst salesiano pedro justo berrio,102.0,102,102,312.0,62.0,64.0,60.0,62.0,69.0,belen,privado
20182,inst educ antonio ricaurte,37.0,64,64,252.0,54.0,50.0,48.0,48.0,51.0,belen,oficial
20182,col padre manyanet,111.0,110,110,313.0,64.0,62.0,61.0,61.0,69.0,belen,privado
20182,inst educ jose maria bernal,67.0,65,65,287.0,60.0,57.0,57.0,55.0,57.0,belen,oficial
20182,inst educ horacio mu?oz suescun,0.0,93,91,249.0,53.0,48.0,48.0,50.0,51.0,belen,oficial
20182,col san juan bosco,39.0,38,38,313.0,65.0,62.0,62.0,60.0,68.0,belen,privado
20182,inst educ hector rogelio montoya,38.0,38,38,240.0,49.0,49.0,46.0,48.0,49.0,palmitas,oficial
20182,cibercolegio ucn,23.0,22,22,263.0,56.0,50.0,52.0,52.0,54.0,palmitas,contratacion
20182,inst educ ciudadela nuevo occidente,138.0,134,133,235.0,51.0,46.0,45.0,46.0,49.0,san cristobal,oficial
20182,ie lusitania- paz de colombia,0.0,88,87,237.0,51.0,45.0,46.0,46.0,50.0,san cristobal,oficial
20182,cent educ integ bucarelly,0.0,20,20,270.0,58.0,54.0,53.0,51.0,56.0,san cristobal,privado
20182,inst educ jose horacio betancur,0.0,18,18,252.0,53.0,51.0,48.0,49.0,51.0,san cristobal,oficial
20182,inst educ loma hermosa,25.0,25,24,254.0,56.0,52.0,46.0,50.0,52.0,san cristobal,oficial
20182,inst educ la huerta,49.0,47,47,249.0,54.0,49.0,48.0,48.0,49.0,san cristobal,oficial
20182,inst educ carlos alberto calderon,53.0,53,53,245.0,52.0,47.0,49.0,47.0,54.0,san cristobal,oficial
20182,corporacion cier,102.0,38,35,217.0,46.0,41.0,44.0,43.0,44.0,san cristobal,contratacion
20182,inst educ  san cristobal,137.0,133,133,255.0,54.0,51.0,50.0,50.0,50.0,san cristobal,oficial
20182,inst educ alfonso upegui orozco,37.0,65,65,265.0,56.0,52.0,53.0,51.0,53.0,san cristobal,oficial
20182,i.e. presbitero juan j. escobar,60.0,54,52,241.0,51.0,47.0,46.0,48.0,50.0,san cristobal,oficial
20182,inst educ marina orth,20.0,18,18,234.0,51.0,44.0,46.0,46.0,49.0,altavista,oficial
20182,inst educ debora arango perez,32.0,32,31,258.0,55.0,50.0,50.0,51.0,52.0,altavista,oficial
20182,cent educal conquistadores,25.0,25,23,289.0,60.0,57.0,58.0,54.0,65.0,altavista,privado
20182,inst educ altavista,0.0,24,24,230.0,49.0,46.0,43.0,46.0,47.0,altavista,oficial
20182,inst educ angela restrepo moreno,56.0,56,56,255.0,56.0,50.0,49.0,49.0,52.0,san antonio de prado,oficial
20182,inst educ pradito,0.0,22,22,230.0,51.0,46.0,45.0,42.0,49.0,san antonio de prado,oficial
20182,colegio empresarial,133.0,129,129,296.0,61.0,61.0,58.0,58.0,57.0,san antonio de prado,contratacion
20182,inst educ manuel j. betancur,97.0,95,94,280.0,59.0,57.0,54.0,55.0,56.0,san antonio de prado,oficial
20182,inst educ san jose obrero,114.0,113,113,271.0,57.0,54.0,53.0,52.0,56.0,san antonio de prado,oficial
20182,inst educ compartir,0.0,83,83,285.0,60.0,57.0,55.0,55.0,58.0,san antonio de prado,oficial
20182,col coop san antonio de prado (ac),21.0,21,21,287.0,58.0,58.0,58.0,55.0,59.0,san antonio de prado,contratacion
20182,inst educ san antonio de prado,69.0,106,102,257.0,55.0,53.0,49.0,49.0,55.0,san antonio de prado,oficial
20182,inst educ monse?or victor wiedemann,37.0,108,107,263.0,56.0,52.0,51.0,51.0,53.0,san antonio de prado,oficial
20182,inst educ corvide,27.0,65,65,249.0,54.0,49.0,48.0,48.0,51.0,san antonio de prado,oficial
20182,inst educ el limonar,50.0,47,47,239.0,51.0,46.0,47.0,47.0,47.0,san antonio de prado,oficial
20182,inst educ fe y alegria el limonar,48.0,46,46,250.0,54.0,49.0,51.0,47.0,51.0,san antonio de prado,oficial
20182,inst educ santa elena,53.0,53,53,292.0,59.0,60.0,58.0,58.0,59.0,santa elena,oficial
